name, Chicken French, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117210, 
name, French Spaghetti With Lobster, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117207, 
name, Shrimp De Jonghe, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117206, 
name, Smoked Salmon and Leek Quiche, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Whiz flour butter and salt in a food processor to a crumb texture. Add vinegar yolk and milk and whiz to a smooth dough. Shape into a disc enclose in plastic wrap and chill for at least 1 hour.
2. Roll out pastry between 2 sheets of lightly floured baking paper to 3 - 4 mm thick to fit a 24cm flan dish. Remove top sheet of paper then use the bottom sheet to invert the pastry into pan. Gently press pastry into pan. Any excess pastry can be left hanging over the edge of pan. Chill 30 minutes.
3. Heat oven to 200 degrees Celsius. Prick pastry base with a fork then line with baking paper. Fill with pastry weights or uncooked rice and bake blind for 15 minutes. Remove paper and weights or rice then bake a further 5 to 10 minutes until base is dry. Trim overhanging pastry from edge.
4. Meanwhile gently saute the sliced leek in olive oil then add a splash of water cover and cook gently until water is evaporated and the leeks are soft.
5. In a medium-sized bowl hand whisk the whipping cream and eggs together. Add grated cheese and mix well then season with freshly ground pepper and chopped dill.
6. Spread leeks over pastry base then top evenly with smoked salmon slices. Pour egg mixture into pie crust spreading evenly.
7. Reduce oven temperature to 175 C and bake for 40 to 50 minutes until quiche is puffed and lightly browned and knife test comes out clean.
8. Allow to cool out of oven for 10 to 15 minutes before serving with a tossed green salad., 
field, value, 
id, 117202, 
name, Oven Fried Chicken and French Fries, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117204, 
name, Beautiful, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117209, 
name, Fougasse (Olive Bread), 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. In a 3-qt (or larger) bowl combine water yeast salt sugar and olive oil. Stir in flour with a wooden spoon or in a heavy-duty stand mixer with dough hook just until all the flour is incorporated; do not knead. Let stand at room temperature 2 hours or until it rises then collapses. (Dough may be used at this point or refrigerated for up to 5 days.).
2. Place an empty broiler tray or baking pan in the oven and preheat oven to 400°F
3. Divide dough in half and work with one piece at a time. Form the dough into a ball then flatten to about 1/2" thickness on a heavily-floured work surface. (This dough needs to be drier than most to hold the cut shapes so keep that in mind when adding bench flour.) Sprinkle with half the olives then roll up jelly-roll-fashion. Form into a ball then into a flat oval. Slice angled slits into the dough then gently pull them open. Transfer to a greased cookie sheet and brush with more olive oil. Let rest at room temperature for 20 minutes.
4. Place the cookie sheet on a rack in the middle of the oven. Pour 1 cup hot water into the empty broiler pan and quickly close the oven door. Bake 20-25 minutes until puffy and golden brown (the crust will not get crackly hard because of the oil).
5. Repeat with remaining dough and remaining olives., 
field, value, 
id, 117211, 
name, French Toast 2.0, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117212, 
name, Onion Quiche with French Fried Onions, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117213, 
name, French Apple-Custard Pie, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117214, 
name, Chicken Breasts With Herb Stuffing, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117215, 
name, Cornbread-Cornbread-French Toast, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. FOR THE CORNBREAD:
2. Pre-heat the oven to 400 degrees. Sift the cornmeal flours and baking powder together in a large bowl. In a separate bowl whisk together the milk honey salt and 1/3 cup of the oil. Whisk the wet ingredients with the dry until well-incorporated.
3. Add the remaining 2 tbsps of oil into a large skillet being sure to coat well on all sides. Heat the skillet until smoking and add the batter. Spread so it covers each area of the pan equally. Transfer the skillet to the pre-heated oven and bake at 325 until the cornbread is golden brown and solid (toothpick comes out clean in the center) about 25 minutes. Let cool before serving.
4. FRENCH TOAST CORNBREAD:
5. Whisk the milk with the eggs cinnamon and nutmeg.
6. Coat a skillet with butter and set to a high heat. While the pan warms place the cornbread slices into the egg/milk mixture and let soak (if the cornbread proves to be too thick slice in half). Be sure to soak both sides. Once the pan is sufficiently heated; turn to a medium heat and place soaked cornbread slices into the hot pan.
7. Check the face-down side of the french-toast flipping once golden brown to cook the face-up side. Once cooked; serve with berries confectioners sugar butter and maple syrup., 
field, value, 
id, 117216, 
name, Chicken With Vermouth, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117217, 
name, Maca-Pepperoni and Cheese Quiche #SP5, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Preheat the oven to 350 degrees.
2. Crack the eggs into a medium mixing bowl and beat well.
3. Thinly slice the green onions (white and light green part only) and add them to the eggs.
4. Stack the pepperoni slices and slice into very thin strips then add them to the eggs.
5. Stir in half of the package of Simply Macaroni and Cheese (10 ounces).  Reserve the remaining macaroni and cheese for another meal or double the rest of the ingredients and make two quiches.
6. Stir the ingredients until they are well blended.
7. Set the pie crust on a baking sheet and pour the mixture into the crust.
8. Bake in center of oven for 45-50 minutes.  Let cool for 10 minutes before slicing., 
field, value, 
id, 117218, 
name, Grilled Cheese French Toast With Bacon, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117219, 
name, Strawberries With Aromatic Herbs, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Boil water and sugar in a pan until they form a syrup. Allow to cool in the refrigerator.
2. Mince the chives and keep cool in a bowl. Do the same with the basil and mint each in separate bowls.
3. When the syrup has cooled pour an equal amount into each of the three bowls of herbs and allow to marinate for 2 hours.
4. Cut the strawberries into cubes and arrange them in 12 small glasses (such as shot glasses). Pour the mint syrup into 4 glasses the basil syrup into 4 others and the chive syrup into the remaining 4.
5. Serve right away 3 glasses per person., 
field, value, 
id, 117220, 
name, Apple Cream Cheese-Stuffed French Toast, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117221, 
name, Jonny's Fluffer Nutter French Toast, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117223, 
name, Petits Pains Au Chocolat, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117227, 
name, Cauliflower Flan, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117226, 
name, Orange French Toast I, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117224, 
name, French Chocolate Meringues, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117231, 
name, French Pancakes, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117229, 
name, Chicken With Brandy Sauce, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Trim fat from chicken breast halves.
2. Cut breast sections in half so that you have four roughly equal pieces.
3. Take a gallon zip top bag and cut the two edges open so that the sides are only joined at the bottom edge of the bag.
4. Place breast sections in bag one at a time and pound flat with a mallet or a flat heavy object until chicken pieces are only 1/4 to 1/2" thick.
5. Season breast sections on both sides with 1 tsp of fresh ground pepper and salt to taste.
6. Heat a frying or sauté pan to medium/medium high heat. Do NOT use a non-stick pan. You can't make decent pan sauces with Teflon. I prefer a stainless steel pan but cast iron would work (preferably enamel coated cast iron).
7. Put flour in a bowl and press breast pieces into it to coat chicken fully.
8. Add olive oil to pan and let it come up to temperature. It should only take a couple of seconds.
9. Add breast sections. Brown the chicken to a golden brown then flip and do the same on the other side. It should only take roughly 3 minutes per side or you have the chicken too thick. Do not crowd the pan. If you have to cook the chicken in batches keep the first batch warm by wrapping in aluminum foil.
10. While chicken is frying chop Italian parsley to 1/8 cup.
11. Remove the last batch of chicken from the pan and wrap in foil to keep warm.
12. Turn up heat under pan to medium high and add chicken broth. If pan is hot enough the broth will boil immediately. Use a wooden spoon to scrape all the brown bits off the bottom of the pan. This is where all the flavor is.
13. Add brandy lemon juice and remaining black pepper and then reduce liquid by 1/2.
14. Reduce heat to low and add butter and parsley. Stir in butter until sauce is smooth.
15. Place chicken pieces on plates and then pour the pan sauce over the chicken. Don't drown it.
16. Enjoy!, 
field, value, 
id, 117230, 
name, Macadamia French Toast, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117232, 
name, Very Green Salad With Herb Vinaigrette, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Mince the garlic and shallot in a food processor. Scrape down sides and the add parsley tarragon basil and rosemary. Pulse to chop.
2. Add the vinegar agave nectar salt pepper mustard and 1 tbls. water. Pulse again. With the machine running slowly pour in the oil in a thin stream.
3. Place the cucumber lettuce onion and kohlrabi in a large bowl. Drizzle with vinaigrette and toss to coat. Enjoy!, 
field, value, 
id, 117225, 
name, Garlic Shrimp, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. In 12in skillet heat oil.
2. Add garlic cook 1 minute.
3. Add shrimp stir fry 1 minute.
4. Add carrot stir fry 3 more minutes.
5. Stir in cilantro., 
field, value, 
id, 117233, 
name, French Cruller, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117228, 
name, Janine's Crepes, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117234, 
name, Nutella Brioche Rolls, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117235, 
name, Mushroom Quiche or Gratin – Adapted from Julia Child, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. To partly bake the pastry shell:  Bake in middle of oven at 400 degrees F. for 8-9 minutes.
2. To make the mushroom filling:
3. Preheat oven to 375 degrees F.  Place oven rack in upper third of oven.
4. Saute mushrooms in butter until they exude their juices the liquid evaporates and the mushrooms are starting to brown slightly.
5. Mix together mushrooms onion salt and lemon juice; set aside.
6. Beat together eggs milk nutmeg and pepper.  Gradually stir in mushroom mixture.  Check seasoning.
7. Pour into pastry shell.  Sprinkle cheese on top.  Place on baking sheet.
8. Bake 25-30 minutes or until puffed and browned., 
field, value, 
id, 117222, 
name, Baked Apple French Toast Recipe, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Arrange 10 slices of bread in a greased 13-in. x 9-in. baking dish. Spread with pie filling; top with remaining bread. In a large bowl combine the eggs milk vanilla cinnamon and nutmeg. Pour over bread. Cover and refrigerate overnight.
2. Remove from the refrigerator 30 minutes before baking. Meanwhile place brown sugar in a small bowl. Cut in butter until mixture resembles coarse crumbs. Stir in pecans and corn syrup. Sprinkle over French toast.
3. Bake uncovered at 350° for 45 minutes or until a knife inserted near the center comes out clean., 
field, value, 
id, 117236, 
name, Lahna's Madeleines Recipe, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Preheat oven to 350°F.
2. Melt the 1 1/2 sticks of butter in a small pot over medium heat until it's brown and gives off a deliciously nutty aroma roughly 20 minutes. Strain (using a paper towel over a mesh strainer) - you want to leave the solids behind. Cool the butter to room temperature. By doing the butter first you can complete the rest of the steps while it is cooling.
3. While the melted butter is cooling use the remaining 2 tablespoons of butter to grease the madeleine molds - get in there and make sure you get in all the ridges. Dust with flour and invert the pan tapping out any excess flour. Lanha uses "cooking spray" with flour to simplify this part.
4. Put the eggs with the salt in the bowl of an electric mixer with a whisk attachment. Whip on high speed until thick - you are looking for the eggs to roughly double or triple in volume - approximately 3 minutes. Continuing to mix on high speed slowly add the sugar in a steady stream. Whip for 2 minutes or until mixture is thick and ribbony. Now with a spatula fold the lemon zest and vanilla in (just until mixed).
5. Sprinkle the flour on top of the egg batter and gently fold in flour.  Now fold butter mixture into batter only stirring enough to bring everything together.
6. Spoon the batter into the molds filling each mold 2/3 –3/4 full. I use a small cup filled with batter to keep things clean and manageable it is easier than using a spoon.
7. Bake the madeleines for 12 - 14 minutes (7-10 minutes for smaller cookies) or until the edges of the madeleines are golden brown. Remove from oven and unmold immediately. Cool on racks and dust with powdered sugar., 
field, value, 
id, 117237, 
name, French Baguette  (Food Processor), 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117239, 
name, Light French Toast Casserole With Peaches, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Combine the frozen peaches 1/2 cup water Splenda and cornstarch in a saucepan and cook over low to medium heat stirring often until mixture is thickened and bubbly.
2. Lightly coat a 9X13 inch baking dish with cooking spray (Pam).
3. Put half the peach sauce in a storage container and refrigerate it.
4. Cover the bottom of the baking dish with the other half and scatter the bread cubes on top.
5. In a medium bowl whisk the Egg Beatersmilkvanilla and cinnamon.
6. Pour the egg mixture over the bread cubes evenly.
7. Tamp down the bread cubes with a spatula to thoroughly soak each piece in the egg mixture.
8. Cover the baking dish with foil and refrigerate overnight.
9. The next morning slide the dish into a cold oven with the foil on; turn oven on to 350 degrees.
10. After baking for 25 minutes remove the foil and bake for 20 more minutes.
11. While the casserole is baking. warm up the other half of the peach sauce in the microwave or in a saucepan on the stove.
12. Let the casserole stand for 5 minutes before serving.
13. Top each serving with a generous spoonful of warm peach sauce and serve., 
field, value, 
id, 117242, 
name, Milk Chocolate Souffles With Nougat Whip, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117243, 
name, French Chicken Tart, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Line a 10" tart or pie pan with unbaked pie crust. Layer cheese and chicken over pie crust. Sprinkle with flour and top with black olives -  Refrigerate.
2. In frying pan melt butter over medium heat.  Add onion rings sugar salt & pepper; cook stirring frequently until brown.  Stir in chicken broth and lemon juice.
3. Pour mixture over cheese and chicken in refrigerated pie crust. Arrange reserved onion rings over top and coat with cooking spray.
4. Cover with foil and bake in 375º oven for 25 minutes.  Remove foil and continue baking until golden brown about 25 minutes.
5. Let rest 15 minutes before slicing. Garnish with black olive slices and parsley., 
field, value, 
id, 117238, 
name, French Dip Slow and Easy, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Season beef on all sides with Italian seasoning salt and pepper.  Heat olive oil in a pan till almost smoking and sear beef on all sides.  Remove beef and turn heat down slightly.  Place beef in slow cooker and then saute both onions and mushrooms in the hot pan allowing them to gain some color and to sweat but not burn.
2. Place onion and mushrooms in slow cooker with the beef.  Sprinkle the onion soup mix over and then add both consomme and beer.  Turn slow cooker to high and cook for 2 hours then turn to low and allow to cook for another 4 hours.  Alternatively keep slow cooker on high for a total of 4 hours or start and keep on low for a total of 8-9 hours.
3. Remove the beef from the slow cooker and thinly slice.  Return any scraps to the slow cooker and then pile beef on one side of each roll.  Top with Swiss cheese and broil briefly to melt the cheese.  Top melted cheese with some mushrooms and onions from the slow cooker add the top of the roll and serve with the aus jus from the slow cooker., 
field, value, 
id, 117241, 
name, Crème Fraîche French Chantilly Cream, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Add above ingredients to a mixing bowl and whisk until well combined and smooth.
2. Top on your favorite fruits French toast or pound cake., 
field, value, 
id, 117244, 
name, Creole Avocados, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Steam the rice and let cool.
2. In small bowl mix mayonnaise mustard salt & pepper lemon juice ketchup and tabasco.
3. Cut the avocados in half.
4. Scoop out the inside and set aside the skins.
5. In another bowl blend together avocado pulp crab meat mayonnaise mixture and the cooled rice.
6. Fill each half avocado skin with the prepared mixture sprinkle with chopped herbs and refrigerate until serving., 
field, value, 
id, 117240, 
name, Zucchini in Cream and Tarragon (Courgettes Etuvees a La Creme), 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Wash the zucchini and cut into slices or desired shape.
2. Put the zucchini butter salt pepper shallots and tarragon in a covered casserole and cook in the microwave oven stirring occasionally to redistribute the heat evenly until the zucchini is almost tender (about 6-8 minutes).
3. Add enough cream to enrobe the zucchini but not enough to drown it. (Cream may be thickened slightly with flour if desired but it should not be a thick sauce.).
4. Bring to a simmer. Sprinkle on the remaining tarragon and parsley., 
field, value, 
id, 117250, 
name, Stuffed French Toast With Strawberry Grand Marnier, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117247, 
name, Watercress and Radish Tea Sandwiches, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117248, 
name, Homemade French Fry Seasoning Blend, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117251, 
name, Haitian French Toast, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117246, 
name, Crock Pot Beef Bourguignon, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117249, 
name, Apple Bacon Gouda Quiche, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117245, 
name, Roasted French Onion - Onion, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Cut the ends off the onion just enough that it will rest flat on its root end.
2. Peel off outer dry layers.
3. Cut into wedges leaving the root end intact.
4. Place on a square of heavy foil.
5. Top with boullion and butter.
6. Wrap securely be sure that you do not poke holes in the foil-- you want the juices to stay in there with the onion.
7. Bake at 350 for 45 min to 1 hour.
8. Remove from foil into a serving bowl and top with cheese while HOT.
9. Enjoy with a piece of crusty french bread., 
field, value, 
id, 117252, 
name, Provencale Mushrooms, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Melt the butter in a pan and fry the onion and garlic granules.
2. Add the wine and mixed herbs and reduce by half. Stir in the mushrooms and fry for 1 minute.
3. Add the remaining ingredients and cook for 10 minutes.
4. Serve hot or cold with French bread., 
field, value, 
id, 117253, 
name, White Lace Inn Baked Cherry French Toast, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117254, 
name, French Wine Chicken, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. lay out the chicken breast on a cutting board trim any excess fat from the breasts.  You can also cube the chiken if you prefer.
2. Mix all seasoning ingredients in a small bowl.
3. Using the seasoning mix season each side of the chicken breasts.
4. Heat  a 10 inch skillet over medium heat then add the butter and melt.  Once the butter is just melted add the chicken and brown on all sides.  remove from pan and place in 9x13 inch casserole dish.  Do not drain or use kitchen paper to remove fat.  In the pan reserve the butter and place the diced vegetables and water chestnuts.  Sweat the veggies until soft but not brown or burnt.  Deglaze the pan with wine or juice whichever you decided to use then add the soup and stir to mix.  heat just a bit to thin out the sauce a little bit and then pour directly over the chicken breasts.
5. Cover with aluminum foil and bake in a preheated oven set at 365°F
6. Bake about twenty minutes then remove the foil and bake five minutes longer.  Remove from oven let stand ten minutes and  serve over warm cooked rice and garnish with parsley.  Serve with a side of grilled asparagus tips or steamed broccoli spears with a good rustic country French bread., 
field, value, 
id, 117258, 
name, Chocolate-Pistachio French Toast, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117255, 
name, Creamy French Onion Chicken & Pasta, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117256, 
name, Tarragon Dijon Dressing, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, 1. Combine all the dressing ingredients together in a small resealable container. Shake until well combined and emulsified. Refrigerate to let the flavors develop., 
field, value, 
id, 117257, 
name, Cream Cheese Onion & Bacon Tart (France Does Pizza!), 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117259, 
name, Quiche, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117260, 
name, French Pecan Pie II, 
cuisine, European >> French >> French, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117261, 
name, Venison Swiss Steak, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117262, 
name, Hawaiian Ham and Swiss Sandwich, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, 1. Cut 8 rings each from red and green bell peppers; set aside.
2. Finely chop remaining bell peppers. Combine chopped bell peppers chopped jalapeño cream cheese and pineapple in medium bowl; mix well.
3. Spread 1 side of each bread slice with 2 tablespoons pineapple spread. Layer 1 bread slice spread-side up with 1 slice cheese 1 lettuce leaf 1/8 ham 1 red pepper ring 1 green pepper ring and 1 bread slice spread-side down., 
field, value, 
id, 117264, 
name, Swiss Breakfast Parfait, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117265, 
name, Baked Chicken Dijon With Swiss Cheese, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117263, 
name, Swiss Steak Cafe, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, 1. Trim fat from meat; cut into 6 serving size pieces. In a 12- inch skillet brown meat on all sides in hot oil. Drain off fat.
2. Place onion in the bottom of a 3 1/2 to 6 quart slow cooker. Add meat. Combine coffee soy sauce garlic bay leaves and oregano; pour over meat and onion.
3. Cover and cook on low heat setting for 8-10 hours or on high 4 to 5 hours.
4. Remove meat and onions to a platter; keep warm. Measure 2 cups cooking juices; pour into a small saucepan. Discard bay leaves. Combine water and cornstarch; stir into saucepan. Cook and stir over medium heat until thickened and bubbly. Cook and stir 2 minutes more. Serve sauce with round steak., 
field, value, 
id, 117266, 
name, Swiss Beer Fondue, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117267, 
name, Swiss Muesli, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117268, 
name, Hot & Creamy Swiss Almond Spread, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, 1. Heat oven to 350 degrees.
2. Combine all ingredients;mix well.
3. Spoon mixture into a deep 2 cup oven proof casserole dish.
4. Bake 15 minutes stirring after 8 minutes.
5. Garnish with toasted sliced alomnds if desired.
6. Serve warm with vegetables crackers breadsticks., 
field, value, 
id, 117269, 
name, Leek Stewpot With Sausages (Swiss Papet Vaudois), 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117270, 
name, Swiss Chard Tacos With Caramelized Onion Cheese and Chipotle, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117271, 
name, Swiss Chicken & Broccoli Casserole, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
instructions, , 
field, value, 
id, 117272, 
name, Ham & Swiss on Rye Strata, 
cuisine, European >> Deutschland >> Swiss, 
time, , 
source, , 
